generation,run1,run2,run3,run4,run5,avg,ci_lower,ci_upper
48,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
49,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
50,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
51,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
52,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
53,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
54,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
55,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
56,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
57,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
58,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
59,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
60,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
61,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
62,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
63,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
64,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
65,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
66,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
67,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
68,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
69,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
70,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
71,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
72,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
73,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
74,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
75,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
76,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
77,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
78,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
79,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
80,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
81,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
82,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
83,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
84,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
85,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
86,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
87,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
88,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
89,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
90,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
91,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
92,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
93,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
94,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
95,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
96,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
97,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
98,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
99,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
100,2.2465993856954807,1.905710102489019,1.9269789983844912,2.147613452783081,1.712369316034765,1.9878542510773674,1.7253241854379882,2.2503843167167465
